Region,Case Number,Case ID,Case Name,Case Type,Dispute Unit City,Dispute Unit State,Election Held Date,Num Eligible Voters,Valid Votes Against,Votes for Labor Org 1,Labor Org 1 Name,Stipulated / Consent / Directed,Cert of Rep (Win),Cert of Results (Loss),Closed Date,Closed Reason,Votes for Labor Org 2,Labor Org 2 Name,Union To Certify,Votes For Labor Org3,Labor Org3
32,32-RC-256395,,Pepsi Beverages Company,RC,Gilroy,CA,3/12/2020,45,30,11,"TEAMSTERS LOCAL 853, INTERNATIONAL BROTHERHOOD OF TEAMSTERS",Stipulated,,LOSS,7/21/2020,Certification of Results,,,,,
32,32-RC-258444,,"Ryder Truck Rental, Inc.",RC,Stockton,CA,5/4/2020,34,11,19,"MACHINISTS AND MECHANICS LODGE NO. 2182, DISTRICT LODGE 190, INTERNATIONAL ASSOCIATION OF MACHINISTS AND AEROSPACE WORKERS, AFL-CIO",Directed,WON,,6/8/2020,Certific. of Representative,,,,,
32,32-RC-260301,,"GreenWaste Recovery, Inc.",RC,San Jose,CA,7/8/2020,83,44,38,"TEAMSTERS LOCAL 350, INTERNATIONAL BROTHERHOOD OF TEAMSTERS",Directed,,LOSS,8/28/2020,Certification of Results,,,,,
32,32-RC-260434,,"Nevada Dairy, LLC",RC,Reno,NV,6/12/2020,55,49,2,"INTERNATIONAL BROTHERHOOD OF TEAMSTERS, CHAUFFEURS, WAREHOUSEMEN AND HELPERS, PROFESSIONAL, CLERICAL, PUBLIC & MISC EMPLOYEES, DONNER & THE TAHOE BASIN, RENO & NORTHERN NEVADA, LOCAL 533",Directed,,LOSS,7/8/2020,Certification of Results,,,,,
32,32-RC-260991,,Cardinal Logistics Management Corporation,RC,Livermore,CA,6/19/2020,10,0,9,"TEAMSTERS LOCAL 853, INTERNATIONAL BROTHERHOOD OF TEAMSTERS",Stipulated,WON,,7/16/2020,Certific. of Representative,,,,,
32,32-RC-262159,,Sconza Candy Company,RC,Oakdale,CA,7/10/2020,99,25,35,"BAKERY, CONFECTIONERY, TOBACCO WORKERS AND GRAIN MILLERS INTERNATIONAL UNION, LOCAL 125",Stipulated,WON,,8/12/2020,Certific. of Representative,,,,,
32,32-RC-262473,,"Delaware Resource Group of Oklahoma, LLC",RC,Lemoore,CA,7/13/2020,3,0,3,"INTERNATIONAL ASSOCIATION OF MACHINISTS AND AEROSPACE WORKERS, DISTRICT LODGE 725",Stipulated,WON,,8/6/2020,Certific. of Representative,,,,,
32,32-RC-264149,,"Central Coast Cooling, LLC",RC,Salinas,CA,8/25/2020,56,5,31,"INTERNATIONAL BROTHERHOOD OF TEAMSTERS, LOCAL UNION NO. 890",Stipulated,WON,,9/24/2020,Certific. of Representative,,,,,
32,32-RD-235282,,Operating Engineers Local Union No. 3,RD,Alameda,CA,11/8/2019,26,7,16,OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION LOCAL 29,Stipulated,WON,,12/4/2019,Certific. of Representative,,,,,
32,32-RD-254598,,"J.M. Equipment Company, Inc.",RD,Manteca,CA,2/14/2020,83,19,58,"MACHINISTS AUTOMOTIVE DISTRICT LODGE #190, LOCAL LODGE #653, LOCAL LODGE #1528 AND LOCAL LODGE #2182, INTERNATIONAL ASSOCIATION OF MACHINISTS AND AEROSPACE WORKERS AFL-CIO",Stipulated,WON,,2/25/2020,Certific. of Representative,,,,,
32,32-RD-261652,,Foster Poultry Farms,RD,Delhi,CA,7/22/2020,57,23,7,"GENERAL TEAMSTERS LOCAL 386, INTERNATIONAL BROTHERHOOD OF TEAMSTERS",Stipulated,,LOSS,8/17/2020,Certification of Results,,,,,
2,02-RC-251485,,"Quality Protection Services, Inc.",RC,New York,NY,12/2/2019,11,1,8,Federal Contract Guards of America,Stipulated,WON,,12/11/2019,Certific. of Representative,0,National Union of Security Officers and Guards,Federal Contract Guards of America,,
2,02-RC-254888,,"CBT ParaTransit, Inc",RC,Bronx,NY,2/20/2020,179,9,51,Local 854,Directed,WON,,4/9/2020,Certific. of Representative,39,"Teamsters, Local 553, International Brotherhood of Teamsters",Local 854,,
2,02-RC-255441,,Mar-Can Transportation Inc,RC,Mount Vernon,NY,3/6/2020,0,3,0,IBT Local 553,Directed,WON,,3/18/2020,Certific. of Representative,187,Local 854,,,
4,04-RD-259223,,Thomas Jefferson University,RD,Philadelphia,PA,8/13/2020,94,40,0,Law Enforcement Officers Professionals Association,Directed,,LOSS,8/27/2020,Certification of Results,16,"International Union, Security, Police, and Fire Professionals of America",,,
"05, 05 WDC",05-RC-248411,,"Paragon Systems, Inc.",RC,Washington,DC,10/9/2019,25,0,14,Protective Security Officer Members Union of America (PSOMUA),Directed,WON,,11/7/2019,Certific. of Representative,0,National Association of Special Police and Security Officers (NASPSO),Protective Security Officer Members Union of America (PSOMUA),,
"05, 05 WDC",05-RC-249284,,Hana Industries,RC,Washington,DC,10/24/2019,23,0,11,"International Union, Security, Police and Fire Professionals of America (SPFPA)",Stipulated,WON,,11/22/2019,Certific. of Representative,0,National Association of Special Police and Security Officers,"International Union, Security, Police and Fire Professionals of America (SPFPA)",,
"05, 05 WDC",05-RC-250970,,"Triple Canopy, Inc.",RC,Silver Spring,MD,12/2/2019,17,0,9,Protective Service Officers United,Stipulated,WON,,12/31/2019,Certific. of Representative,0,"International Union, Security, Police and Fire Professionals of America (SPFPA)",Protective Service Officers United,,
"05, 05 WDC",05-RC-251495,,"American Security Programs, Inc.",RC,Washington,DC,12/6/2019,44,0,4,"Law Enforcement Officers Security Unions LEOSU-DC, LEOS-PBA",Stipulated,WON,,1/9/2020,Certific. of Representative,0,National League of Justice and Security Professionals,"Law Enforcement Officers Security Unions LEOSU-DC, LEOS-PBA",,
"05, 05 WDC",05-RC-253533,,Maryland American Water Company,RC,Bel Air,MD,2/6/2020,9,0,8,"Utility Workers Union of America, AFL-CIO",Stipulated,WON,,2/14/2020,Certific. of Representative,1,"Utility Workers United Association, Local 537",,,
"05, 05 WDC",05-RC-256696,,"American Security Programs, Inc.",RC,Washington,DC,3/19/2020,168,46,0,National League of Justice and Security Professionals (NLJSP),Stipulated,,LOSS,4/24/2020,Certification of Results,14,"International Union, Security, Police & Fire Professionals of America (SPFPA)",,,
"05, 05 WDC",05-RC-260605,,"Tier Tech International, Inc., Communications Resource, Inc., and Excalibur Associates, Inc. (collec",RC,Woodlawn,MD,6/16/2020,36,0,11,Governed United Security Professionals (GUSP),Stipulated,WON,,7/15/2020,Certific. of Representative,6,"International Union, Security, Police and Fire Professionals of America (SPFPA) Local 555",Governed United Security Professionals (GUSP),,
"10, 10 BIR, 11, 26 NAS",10-RC-223260,,"Paragon Systems, Inc.",RC,Atlanta,GA,1/6/2020,332,0,87,"International Union, Security, Police and Fire Professionals of America (SPFPA)",Stipulated,WON,,2/4/2020,Certific. of Representative,68,"United Government Security Officers of America, International Union (UGSOA) and its Local 381","International Union, Security, Police and Fire Professionals of America (SPFPA)",,
"12, 12 JAC, 12 MIA, 24",12-RC-254015,,Borinquen Biscuit Corp.,RC,YAUCO,PR,3/5/2020,83,0,51,"Central General de Trabajadores, CGT",Stipulated,WON,,3/17/2020,Certific. of Representative,23,"Union de Tronquistas de Puerto Rico, Local 901, International Brotherhood of Teamsters","Central General de Trabajadores, CGT",,
"12, 12 JAC, 12 MIA, 24",12-RC-254044,,Empresas Stewart Cementerios d/b/a Cementerio Los Cipreses,RC,BAYAMON,PR,2/11/2020,13,0,11,Central General de Trabajadores,Directed,WON,,4/2/2020,Certific. of Representative,2,"Union de Tronquistas de Puerto Rico, Local 901, International Brotherhood of Teamsters",Central General de Trabajadores,,
13,13-RC-261199,,"Randall Industries, Inc.",RC,Elmhurst,IL,7/13/2020,13,0,7,"International Union of Operating Engineers, Local 150, AFL-CIO",Stipulated,WON,,9/14/2020,Certific. of Representative,1,"National Production Workers Union, Local 707","International Union of Operating Engineers, Local 150, AFL-CIO",,
"18, 18 DES, 30",18-RC-258635,,Abbott Northwestern Hospital,RC,Minneapolis,MN,5/15/2020,106,0,14,Association of Diagnostic Imaging Technologists,Stipulated,WON,,6/8/2020,Certific. of Representative,45,"SEIU, Healthcare MN","SEIU, Healthcare MN",,
"20, 37",20-RC-247371,,"Kaiser Foundation Hospitals and Kaiser Foundation Health Plan, Inc.",RC,Honolulu,HI,12/12/2019,895,5,304,Hawai'i Nurses and Healthcare Professionals,Stipulated,WON,,1/8/2020,Certific. of Representative,284,Hawaii Nurses' Association/OPEIU Local 50,Hawai'i Nurses and Healthcare Professionals,,
"20, 37",20-RC-247386,,"Kaiser Foundation Hospitals and Kaiser Foundation Health Plan, Inc.",RC,Honolulu,HI,11/29/2019,17,0,9,Hawai'i Nurses and Healthcare Professionals,Stipulated,WON,,12/26/2019,Certific. of Representative,1,Hawaii Nurses' Association - OPEIU Local 50,Hawai'i Nurses and Healthcare Professionals,,
"20, 37",20-RC-247390,,"Kaiser Foundation Hospitals and Kaiser Foundation Health Plan, Inc.",RC,Honolulu,HI,11/29/2019,25,0,5,Hawai'i Nurses and Healthcare Professionals,Stipulated,WON,,12/26/2019,Certific. of Representative,4,Hawaii Nurses' Association/OPEIU Local 50,Hawai'i Nurses and Healthcare Professionals,,
"20, 37",20-RC-259127,,Sutter Bay Hospitals dba California Pacific Medical Center,RC,San Francisco,CA,5/6/2020,611,12,129,Service Employees International Union - United Healthcare Workers West,Stipulated,WON,,6/22/2020,Certific. of Representative,348,National Union of Healthcare Workers,National Union of Healthcare Workers,,
"20, 37",20-RD-255613,,Pepsi Beverage Company,RD,Sacramento,CA,3/12/2020,326,32,153,United Steel Workers Local 565,Stipulated,WON,,8/7/2020,Certific. of Representative,68,The Workers' Union Employee Association,United Steel Workers Local 565,,
"20, 37",20-RD-259233,,International Federation of Professional and Technical Engineers Local 21,RD,San Francisco,CA,5/11/2020,21,0,5,"Communication Workers of America, Local 9410",Stipulated,WON,,6/22/2020,Certific. of Representative,14,International Brotherhood of Teamsters Union Local 856,International Brotherhood of Teamsters Union Local 856,,
"20, 37",20-RM-249589,,SSB Manufacturing Company,RM,Kapolei,HI,10/30/2019,29,3,10,"Int'l Longshore and Warehouse Union, Local 142",Stipulated,WON,,11/7/2019,Certific. of Representative,14,"Hawaii Teamsters and Allied Workers Union, Local 996","Hawaii Teamsters and Allied Workers Union, Local 996",,
"25, 33",25-RC-259195,,"Pathway Services Unlimited, Inc.",RC,Jacksonville,IL,,129,3,63,"AFSCME (American Federation of State, County, & Municipal Employees) Council 31, AFL-CIO",Stipulated,WON,,6/26/2020,Certific. of Representative,8,SEIU (Service Employees International Union) Local 73,"AFSCME (American Federation of State, County, & Municipal Employees) Council 31, AFL-CIO",,
27,27-RC-245461,,"WinCo Holdings, Inc.",RC,Boise,ID,,294,6,108,General Teamsters Warehousemen and Helpers Local 483,Directed,WON,,10/18/2019,Certific. of Representative,153,Employee Association Committee #91,Employee Association Committee #91,,
"28, 28 ABQ, 28 LV",28-RC-247387,,Universal Services of America LP d/b/a Allied Universal Security Services,RC,Las Vegas,NV,9/27/2019,144,0,37,"International Union, Security, Police & Fire Professionals of America (SPFPA)",Stipulated,WON,,10/9/2019,Certific. of Representative,2,UNITED GOVERNMENT SECURITY OFFICERS OF AMERICA AND ITS LOCAL 247 (UGSOA),"International Union, Security, Police & Fire Professionals of America (SPFPA)",,
29,29-RC-229372,,"PARAGON SYSTEMS, INC.",RC,New York,NY,,315,34,7,National League of Justice and Security Professionals (NLJSP),Stipulated,WON,,12/10/2019,Certific. of Representative,167,"Law Enforcement Officers Security Unions LEOSU, LEOS-PBA","Law Enforcement Officers Security Unions LEOSU, LEOS-PBA",,
29,29-RC-236128,,"North Shore Linen, Inc.",RC,Freeport,NY,10/9/2019,170,4,61,Local 726 IUJAT,Stipulated,WON,,10/18/2019,Certific. of Representative,43,United Food & Commercial Workers Local 2013,Local 726 IUJAT,,
29,29-RC-244537,,NAE EDISON LLC d/b/a EDISON HOME HEALTH CARE,RC,Brooklyn,NY,8/14/2019,1973,682,599,1199 SEIU United Healthcare Workers East,Stipulated,,LOSS,6/22/2020,Certification of Results,11,"LOCAL 713, International Brotherhood of Trade Unions",,,
29,29-RC-255889,,1188 Flatbush Meat & Produce Inc. d/b/a Food Universe,RC,Brooklyn,NY,,42,0,2,United Food and Commercial Workers Local 342,Directed,WON,,9/17/2020,Certific. of Representative,20,"Longshoremens Association, Local 1964","Longshoremens Association, Local 1964",,
29,29-RC-256934,,Allied Transit Corp/ Empire State Corp/Empire Charter Service Inc,RC,Brooklyn,NY,,241,1,81,LOCAL 854,Directed,WON,,9/14/2020,Certific. of Representative,25,"LOCAL 553, INTERNATIONAL BROTHERHOOD OF TEAMSTERS",LOCAL 854,,
29,29-RC-261476,,"Anna C. Ganness, D.D.S., P.C.",RC,Jamaica,NY,7/9/2020,0,0,2,Amalgamated and Transport Union Local 854,Stipulated,WON,,9/11/2020,Certific. of Representative,0,Local 553 International Brotherhood of Teamsters,Amalgamated and Transport Union Local 854,,
29,29-RD-240745,,Red Apple 81 Fleet Place Development LLC.,RD,Brooklyn,NY,5/30/2019,10,0,8,"United Workers of America, Local 621",Stipulated,WON,,3/12/2020,Certific. of Representative,0,32BJ SEIU,"United Workers of America, Local 621",,
29,29-RD-259840,,"Moran New York/New Jersey, a Division of Moran Towing Corporation.",RD,Staten Island,NY,6/15/2020,168,25,100,"International Organization of Masters Mates & Pilots, ILA/AFL-CIO",Stipulated,WON,,9/11/2020,Certific. of Representative,43,Richmond Terrace Bargaining Group,"International Organization of Masters Mates & Pilots, ILA/AFL-CIO",,
32,32-RC-253056,,"The Permanente Medical Group, Inc.",RC,Oakland,CA,1/10/2020,419,1,217,"SERVICE EMPLOYEES INTERNATIONAL UNION, UNITED HEALTHCARE WORKERS - WEST (SEIU-UHW)",Stipulated,WON,,2/12/2020,Certific. of Representative,150,National Union of Healthcare Workers [NUHW],"SERVICE EMPLOYEES INTERNATIONAL UNION, UNITED HEALTHCARE WORKERS - WEST (SEIU-UHW)",,
"05, 05 WDC",05-RC-252845,,"American Security Programs, Inc.",RC,Camp Springs,MD,12/31/2019,12,0,1,Union Rights for Security Officers (URSO),Directed,WON,,1/29/2020,Certific. of Representative,5,Protective Service Officers United (PSOs United),Protective Service Officers United (PSOs United),0,
"01, 34",01-RC-251507,,"Live Nation Worldwide, Inc.",RC,Boston,MA,8/19/2021,72,8,30,"International Alliance of Theatrical Stage Employees, Moving Picture Technicians, Artists and Allied Crafts, Local B-4",Stipulated,WON,,8/27/2021,Certific. of Representative,,,,,
"01, 34",01-RC-264014,,"ClarkWestern Dietrich Building Systems, LLC",RC,Bristol,CT,10/15/2020,114,65,32,"United Steel, Paper & Forestry, Rubber, Manufacturing, Energy, Allied-Industrial & Service Workers International Union, AFL-CIO",Stipulated,,LOSS,10/23/2020,Certification of Results,,,,,
"01, 34",01-RC-264202,,"Stericycle, Inc.",RC,Woonsocket,RI,9/2/2020,34,11,20,INTERNATIONAL BROTHERHOOD OF TEAMSTERS LOCAL 251,Stipulated,WON,,10/8/2020,Certific. of Representative,,,,,
"01, 34",01-RC-265825,,"First Student, Inc.",RC,North Scituate,RI,10/21/2020,15,0,14,INTERNATIONAL BROTHERHOOD OF TEAMSTERS LOCAL 251,Stipulated,WON,,11/24/2020,Certific. of Representative,,,,,
"01, 34",01-RC-266534,,Portland Museum of Art,RC,Portland,ME,11/30/2020,33,10,16,"Technical, Office & Professional Union Local 2110",Directed,WON,,5/3/2021,Certific. of Representative,,,,,
"01, 34",01-RC-266690,,"Wheelabrator Technologies, Inc.",RC,Bridgeport,CT,11/5/2020,46,13,33,"International Union of Operating Engineers Local 30, AFL-CIO",Stipulated,WON,,11/17/2020,Certific. of Representative,,,,,
"01, 34",01-RC-266758,,"The Waltham Committee, Inc. d/b/a WCI- Work, Community, Independence",RC,Waltham,MA,12/9/2020,82,3,54,"International Brotherhood of Teamsters Joint Council 10 New England, Teamsters Local Union No. 25",Directed,WON,,1/12/2021,Certific. of Representative,,,,,
"01, 34",01-RC-266848,,"Durham School Services, L.P.",RC,Greenville,RI,10/27/2020,43,4,32,INTERNATIONAL BROTHERHOOD OF TEAMSTERS LOCAL 251,Stipulated,WON,,12/2/2020,Certific. of Representative,,,,,
"01, 34",01-RC-267007,,"First Student, Inc.",RC,Niantic,CT,10/27/2020,33,1,22,"INTERNATIONAL BROTHERHOOD OF TEAMSTERS, LOCAL 493",Stipulated,WON,,11/25/2020,Certific. of Representative,,,,,
"01, 34",01-RC-267109,,"NSMC Healthcare, Inc. - Salem Hospital",RC,Salem,MA,10/26/2020,1004,253,220,1199 SEIU United Healthcare Workers East,Consent,,LOSS,12/3/2020,Certification of Results,,,,,
"01, 34",01-RC-267379,,Autumn Transportation,RC,Wethersfield,CT,11/6/2020,28,8,15,"SERVICE EMPLOYEES INTERNATIONAL UNION, CSEA SEIU, LOCAL 2001",Stipulated,WON,,12/2/2020,Certific. of Representative,,,,,
"01, 34",01-RC-267677,,Komatsu America Corp (f/k/a F&M Equipment),RC,Newington,CT,11/4/2020,2,0,2,OPERATING ENGINEERS LOCAL 478,Stipulated,WON,,12/8/2020,Certific. of Representative,,,,,
"01, 34",01-RC-267845,,"Rhode Island LFG Genco, LLC",RC,Johnston,RI,12/1/2020,8,3,4,"International Union of Operating Engineers, Local 877",Stipulated,WON,,12/31/2020,Certific. of Representative,,,,,
"01, 34",01-RC-268266,,"Holistic Industries, Inc. d/b/a Liberty Cannabis",RC,Somerville,MA,12/7/2020,10,3,5,United Food and Commercial Workers Local 1445 AFL-CIO,Consent,WON,,1/14/2021,Certific. of Representative,,,,,
"01, 34",01-RC-269576,,"VHS Acquisition Subsidiary Number 9, Inc. d/b/a MetroWest Medical Center - Leonard Morse Hospital",RC,Natick,MA,1/6/2021,62,2,37,Laborers’ International Union of North America Local 380,Stipulated,WON,,2/5/2021,Certific. of Representative,,,,,
"01, 34",01-RC-269601,,"Ambassador Wheelchair Services, Inc.",RC,Rocky Hill,CT,1/22/2021,85,28,26,CSEA SEIU Local 2001,Stipulated,,LOSS,2/19/2021,Certification of Results,,,,,
"01, 34",01-RC-269805,,"Curran, Berger & Kludt",RC,Northampton,MA,1/29/2021,35,1,16,United Auto Workers Local 2322,Directed,WON,,4/6/2021,Certific. of Representative,,,,,
"01, 34",01-RC-270184,,"Stericycle, Inc. d/b/a Shred-It",RC,Pawtucket,RI,1/22/2021,20,2,13,INTERNATIONAL BROTHERHOOD OF TEAMSTERS LOCAL 251,Stipulated,WON,,2/23/2021,Certific. of Representative,,,,,
"01, 34",01-RC-270539,,"Milford Regional Medical Center, Inc.",RC,Milford,MA,1/29/2021,525,195,256,Massachusetts Nurses Association,Stipulated,WON,,3/2/2021,Certific. of Representative,,,,,
"01, 34",01-RC-270696,,"First Student, Inc.",RC,Exeter,NH,1/22/2021,2,0,2,Teamsters Local 633 of New Hampshire,Stipulated,WON,,2/24/2021,Certific. of Representative,,,,,
"01, 34",01-RC-270745,,North Suffolk Mental Health Association Inc,RC,Chelsea,MA,2/5/2021,423,35,147,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 509,Stipulated,WON,,3/11/2021,Certific. of Representative,,,,,
"01, 34",01-RC-270896,,"The Waltham Committee, Inc. d/b/a WCI- Work, Community, Independence",RC,Waltham,MA,1/29/2021,53,5,27,"INTERNATIONAL BROTHERHOOD OF TEAMSTERS JOINT COUNCIL 10 NEW ENGLAND, TEAMSTERS LOCAL UNION NO. 25",Stipulated,WON,,3/2/2021,Certific. of Representative,,,,,
"01, 34",01-RC-271056,,CAPAVI-USA Inc.,RC,Woburn,MA,2/5/2021,13,5,8,Pipefitters Association Local 537,Stipulated,WON,,4/13/2021,Certific. of Representative,,,,,
"01, 34",01-RC-271255,,MaineHealth d/b/a Maine Medical Center,RC,Portland,ME,3/29/2021,1962,750,1001,"MAINE STATE NURSES ASSOCIATION/NATIONAL NURSES ORGANIZING COMMITTEE/ NATIONAL NURSES UNITED, AMERICAN FEDERATION OF LABOR AND CONGRESS OF INDUSTRIAL ORGANIZATIONS (AFL-CIO)",Stipulated,WON,,5/10/2021,Certific. of Representative,,,,,
"01, 34",01-RC-271316,,"Wintonbury Care Center, LLC d/b/a Touchpoints at Bloomfield",RC,Bloomfield,CT,2/9/2021,18,0,17,"NEW ENGLAND HEALTH CARE EMPLOYEES UNION, DISTRICT 1199 SEIU",Stipulated,WON,,4/8/2021,Certific. of Representative,,,,,
"01, 34",01-RC-271354,,"OLD PLANTERS OF CAPE ANN, INC. d/b/a CAPE ANN CANNABIS",RC,Newburyport,MA,2/18/2021,10,7,2,UNITED FOOD AND COMMERCIAL WORKERS UNION LOCAL 1445,Stipulated,,LOSS,3/23/2021,Certification of Results,,,,,
"01, 34",01-RC-271391,,"Holistic Industries Inc., d/b/a Liberty Cannabis",RC,Springfield,MA,2/12/2021,12,6,4,"UNITED FOOD AND COMMERCIAL WORKERS UNION, LOCAL 1459",Stipulated,,LOSS,3/23/2021,Certification of Results,,,,,
"01, 34",01-RC-271472,,Harborside Connecticut Limited Partnership d/b/a The Willows,RC,Woodbridge,CT,2/11/2021,20,0,17,"NEW ENGLAND HEALTH CARE EMPLOYEES UNION, DISTRICT 1199, SEIU",Stipulated,WON,,3/10/2021,Certific. of Representative,,,,,
"01, 34",01-RC-272344,,"Danvers – S, Inc. d/b/a Ira Subaru",RC,Danvers,MA,4/2/2021,14,10,0,"International Association of Machinists and Aerospace Workers, AFL-CIO, District Lodge 15",Directed,,LOSS,5/3/2021,Certification of Results,,,,,
"01, 34",01-RC-272355,,"Danvers – T, Inc. d/b/a Ira Toyota of Danvers",RC,Danvers,MA,4/2/2021,48,30,7,"International Association of Machinists and Aerospace Workers, AFL-CIO, District Lodge 15",Directed,,LOSS,5/3/2021,Certification of Results,,,,,
"01, 34",01-RC-272753,,"Greenleaf Compassionate Care Center, Inc.",RC,Portsmouth,RI,3/12/2021,28,1,21,United Food and Commercial Workers Union Local 328,Stipulated,WON,,4/13/2021,Certific. of Representative,,,,,
